,date,summary,temp,precip,precip_intensity,precip_type,wind,visibility
602,2013-11-17,Clear,59.4,0.17,0.0044,rain,9.75,9.24
603,2013-11-18,Clear,52.74,0.0,0.0,,12.49,10.0
604,2013-11-19,Clear,40.21,0.0,0.0,,7.53,10.0
605,2013-11-20,Clear,36.01,0.0,0.0,,2.91,10.0
606,2013-11-21,Clear,45.43,0.0,0.0,,3.0,10.0
607,2013-11-22,Clear,59.49,0.0,0.0,,8.26,9.94
608,2013-11-23,Clear,34.79,0.0,0.0,,13.94,10.0
609,2013-11-24,Clear,26.01,0.0,0.0,,7.1,10.0
610,2013-11-25,Clear,35.26,0.0,0.0,,7.85,10.0
611,2013-11-26,Rain,44.23,0.85,0.1955,rain,8.24,2.84
612,2013-11-27,Clear,31.37,0.0,0.0,,14.38,10.0
613,2013-11-28,Clear,32.99,0.0,0.0,,2.54,10.0
614,2013-11-29,Clear,31.66,0.0,0.0,,5.64,10.0
615,2013-11-30,Clear,34.02,0.0,0.0,,1.45,9.86
616,2013-12-01,Clear,41.31,0.0,0.0,,3.0,9.72
617,2013-12-02,Clear,42.88,0.0,0.0,,1.12,9.22
618,2013-12-03,Clear,40.31,0.0,0.0,,1.0,8.59
619,2013-12-04,Clear,52.51,0.0,0.0,,4.21,8.23
620,2013-12-05,Clear,60.37,0.0,0.0,,8.58,9.1
621,2013-12-06,Light Rain,40.26,0.73,0.052,rain,10.05,7.13
622,2013-12-07,Clear,33.45,0.0,0.0,,6.39,10.0
623,2013-12-08,Snow,32.36,0.77,0.0723,snow,3.52,6.11
624,2013-12-09,Clear,34.36,0.0,0.0,,2.04,3.46
625,2013-12-10,Clear,30.91,0.0,0.0,,4.3,10.0
626,2013-12-11,Clear,29.3,0.0,0.0,,3.84,9.86
627,2013-12-12,Clear,26.31,0.0,0.0,,6.21,10.0
628,2013-12-13,Clear,33.38,0.0,0.0,,3.37,10.0
629,2013-12-14,Light Rain,37.68,0.53,0.0119,rain,7.48,6.18
630,2013-12-15,Clear,32.95,0.0,0.0,,4.27,10.0
631,2013-12-16,Clear,34.35,0.0,0.0,,3.84,9.26
632,2013-12-17,Clear,34.67,0.01,0.001,rain,2.05,7.03
633,2013-12-18,Clear,30.39,0.0,0.0,,0.18,9.86
634,2013-12-19,Clear,49.61,0.0,0.0,,6.85,10.0
635,2013-12-20,Clear,54.5,0.0,0.0,,7.47,10.0
636,2013-12-21,Clear,62.71,0.0,0.0,,9.99,10.0
637,2013-12-22,Clear,59.91,0.0,0.0,,7.95,9.97
638,2013-12-23,Clear,40.98,0.0,0.0,,10.53,10.0
639,2013-12-24,Clear,25.91,0.0,0.0,,13.4,10.0
640,2013-12-25,Clear,26.74,0.0,0.0,,6.1,10.0
641,2013-12-26,Clear,31.07,0.0,0.0,,2.01,9.86
642,2013-12-27,Clear,33.73,0.0,0.0,,5.23,10.0
643,2013-12-28,Clear,44.55,0.0,0.0,,4.54,10.0
644,2013-12-29,Clear,43.58,0.0,0.0,,1.97,9.26
645,2013-12-30,Clear,34.57,0.0,0.0,,6.21,10.0
646,2013-12-31,Clear,32.36,0.0,0.0,,6.96,10.0
647,2014-01-01,Clear,37.36,0.0,0.0,,2.74,10.0
648,2014-01-02,Light Snow,31.51,0.59,0.0179,snow,8.78,2.22
649,2014-01-03,Clear,17.5,0.0,0.0,,5.89,10.0
650,2014-01-04,Clear,29.71,0.0,0.0,,4.16,10.0
651,2014-01-05,Foggy,40.09,0.0,0.0,,3.42,0.74
652,2014-01-06,Snow,12.38,0.61,0.0212,snow,16.63,10.0
653,2014-01-07,Clear,13.04,0.0,0.0,,4.77,10.0
654,2014-01-08,Clear,27.56,0.0,0.0,,2.15,10.0
655,2014-01-09,Clear,32.24,0.0,0.0,,2.91,9.95
656,2014-01-10,Clear,36.97,0.01,0.001,rain,0.95,2.5
657,2014-01-11,Clear,53.49,0.0,0.0,,8.27,9.52
658,2014-01-12,Clear,35.36,0.0,0.0,,2.0,8.84
659,2014-01-13,Clear,50.39,0.0,0.0,,10.49,10.0
660,2014-01-14,Foggy,38.65,0.0,0.0,,4.1,0.38
661,2014-01-15,Clear,39.38,0.0,0.0,,10.68,10.0
662,2014-01-16,Clear,32.04,0.0,0.0,,7.15,10.0
663,2014-01-17,Clear,37.25,0.0,0.0,,2.5,10.0
664,2014-01-18,Clear,23.87,0.0,0.0,,4.25,10.0
665,2014-01-19,Clear,40.38,0.0,0.0,,8.13,10.0
666,2014-01-20,Clear,39.99,0.0,0.0,,5.12,10.0
667,2014-01-21,Clear,17.24,0.0,0.0,,17.09,6.5
668,2014-01-22,Clear,15.54,0.0,0.0,,8.55,10.0
669,2014-01-23,Clear,15.28,0.0,0.0,,11.86,10.0
670,2014-01-24,Clear,20.88,0.0,0.0,,12.67,10.0
671,2014-01-25,Clear,32.23,0.0,0.0,,12.9,9.24
672,2014-01-26,Clear,27.19,0.0,0.0,,4.02,10.0
673,2014-01-27,Clear,23.44,0.0,0.0,,16.08,10.0
674,2014-01-28,Clear,14.08,0.0,0.0,,6.85,3.52
675,2014-01-29,Clear,18.03,0.0,0.0,,4.33,10.0
676,2014-01-30,Clear,23.39,0.0,0.0,,5.92,10.0
677,2014-01-31,Clear,31.69,0.0,0.0,,1.53,10.0
678,2014-02-01,Clear,40.94,0.0,0.0,,4.66,10.0
679,2014-02-02,Clear,48.27,0.0,0.0,,6.06,9.92
680,2014-02-03,Clear,33.69,0.0,0.0,,6.62,9.78
681,2014-02-04,Light Snow,31.71,0.52,0.0108,snow,4.56,2.25
682,2014-02-05,Clear,33.84,0.0,0.0,,14.24,10.0
683,2014-02-06,Clear,32.67,0.0,0.0,,4.51,10.0
684,2014-02-07,Clear,31.13,0.0,0.0,,5.85,9.65
685,2014-02-08,Clear,27.18,0.0,0.0,,3.27,9.64
686,2014-02-09,Clear,30.05,0.0,0.0,,3.35,5.56
687,2014-02-10,Clear,24.77,0.0,0.0,,10.25,10.0
688,2014-02-11,Clear,23.82,0.0,0.0,,5.73,10.0
689,2014-02-12,Snow,25.36,0.59,0.0181,snow,9.17,1.57
690,2014-02-13,Drizzle,36.32,0.24,0.0055,rain,15.65,9.38
691,2014-02-14,Clear,38.89,0.0,0.0,,1.84,9.84
692,2014-02-15,Clear,30.44,0.0,0.0,,15.17,10.0
693,2014-02-16,Clear,31.01,0.0,0.0,,6.72,9.89
694,2014-02-17,Clear,30.66,0.0,0.0,,9.05,10.0
695,2014-02-18,Clear,35.02,0.0,0.0,,3.0,10.0
696,2014-02-19,Clear,47.78,0.0,0.0,,5.82,10.0
697,2014-02-20,Clear,44.49,0.0,0.0,,2.58,10.0
698,2014-02-21,Clear,37.75,0.0,0.0,,1.42,7.55
699,2014-02-22,Clear,45.95,0.0,0.0,,8.15,10.0
700,2014-02-23,Clear,46.04,0.0,0.0,,13.3,10.0
701,2014-02-24,Clear,33.73,0.0,0.0,,4.07,10.0
702,2014-02-25,Clear,31.29,0.0,0.0,,5.11,10.0
703,2014-02-26,Clear,26.48,0.0,0.0,,5.39,10.0
704,2014-02-27,Breezy,21.54,0.0,0.0,,18.7,10.0
705,2014-02-28,Clear,22.82,0.0,0.0,,2.66,10.0
706,2014-03-01,Clear,36.38,0.0,0.0,,1.59,10.0
707,2014-03-02,Light Rain,37.54,0.67,0.0312,rain,8.84,2.82
708,2014-03-03,Clear,14.04,0.0,0.0,,5.92,10.0
709,2014-03-04,Clear,23.98,0.0,0.0,,1.57,10.0
710,2014-03-05,Clear,34.26,0.0,0.0,,9.58,10.0
711,2014-03-06,Clear,31.39,0.0,0.0,,7.61,10.0
712,2014-03-07,Clear,37.32,0.0,0.0,,7.52,10.0
713,2014-03-08,Clear,47.48,0.0,0.0,,3.5,10.0
714,2014-03-09,Clear,47.48,0.0,0.0,,3.5,10.0
715,2014-03-10,Clear,49.06,0.0,0.0,,4.18,10.0
716,2014-03-11,Clear,50.99,0.0,0.0,,2.22,10.0
717,2014-03-12,Rain and Breezy,36.81,0.74,0.0564,rain,22.19,10.0
718,2014-03-13,Clear,29.6,0.0,0.0,,5.21,10.0
719,2014-03-14,Partly Cloudy,52.24,0.0,0.0,,16.31,10.0
720,2014-03-15,Clear,49.89,0.0,0.0,,4.86,10.0
721,2014-03-16,Snow,29.14,0.7,0.0416,snow,6.83,0.68
722,2014-03-17,Overcast,30.51,0.0,0.0,,5.98,10.0
723,2014-03-18,Overcast,39.23,0.0,0.0,,5.1,10.0
724,2014-03-19,Overcast,41.48,0.0,0.0,,2.42,2.86
725,2014-03-20,Clear,47.63,0.0,0.0,,5.23,10.0
726,2014-03-21,Clear,43.74,0.0,0.0,,0.93,9.65
727,2014-03-22,Clear,53.25,0.0,0.0,,7.42,10.0
728,2014-03-23,Clear,37.16,0.0,0.0,,15.34,10.0
729,2014-03-24,Clear,32.12,0.0,0.0,,4.66,10.0
730,2014-03-25,Mostly Cloudy,33.58,0.0,0.0,,8.24,7.5
731,2014-03-26,Clear,31.17,0.0,0.0,,8.12,10.0
732,2014-03-27,Clear,42.83,0.0,0.0,,9.21,10.0
733,2014-03-28,Mostly Cloudy,60.39,0.0,0.0,,8.41,10.0
734,2014-03-29,Drizzle,57.82,0.33,0.0068,rain,5.18,7.72
735,2014-03-30,Drizzle,43.23,0.23,0.0054,rain,12.44,9.57
736,2014-03-31,Clear,51.41,0.0,0.0,,4.05,10.0
737,2014-04-01,Clear,50.69,0.0,0.0,,3.8,10.0
738,2014-04-02,Mostly Cloudy,52.67,0.0,0.0,,2.0,10.0
739,2014-04-03,Overcast,55.49,0.0,0.0,,6.24,9.11
740,2014-04-04,Overcast,52.12,0.0,0.0,,5.29,6.64
741,2014-04-05,Clear,47.7,0.0,0.0,,10.77,10.0
742,2014-04-06,Partly Cloudy,48.47,0.0,0.0,,7.17,10.0
743,2014-04-07,Overcast,51.27,0.0,0.0,,10.66,6.55
744,2014-04-08,Clear,49.98,0.0,0.0,,0.84,10.0
745,2014-04-09,Clear,54.62,0.0,0.0,,6.21,10.0
746,2014-04-10,Partly Cloudy,60.53,0.0,0.0,,10.49,10.0
747,2014-04-11,Mostly Cloudy,62.01,0.0,0.0,,1.13,9.92
748,2014-04-12,Clear,62.49,0.0,0.0,,8.26,10.0
749,2014-04-13,Partly Cloudy,70.36,0.0,0.0,,12.5,10.0
750,2014-04-14,Mostly Cloudy,69.85,0.0,0.0,,9.66,10.0
751,2014-04-15,Overcast,39.54,0.0,0.0,,15.13,10.0
752,2014-04-16,Clear,42.16,0.0,0.0,,4.99,10.0
753,2014-04-17,Clear,42.46,0.0,0.0,,5.78,10.0
754,2014-04-18,Partly Cloudy,48.99,0.0,0.0,,4.2,10.0
755,2014-04-19,Partly Cloudy,57.34,0.0,0.0,,3.9,10.0
756,2014-04-20,Clear,49.41,0.0,0.0,,4.07,10.0
757,2014-04-21,Partly Cloudy,56.53,0.0,0.0,,3.32,10.0
758,2014-04-22,Partly Cloudy,60.82,0.0,0.0,,6.66,9.9
759,2014-04-23,Clear,49.79,0.0,0.0,,10.89,10.0
760,2014-04-24,Partly Cloudy,53.44,0.0,0.0,,2.44,10.0
761,2014-04-25,Overcast,53.63,0.0,0.0,,3.45,6.72
762,2014-04-26,Mostly Cloudy,64.47,0.0,0.0,,11.16,10.0
763,2014-04-27,Partly Cloudy,56.22,0.0,0.0,,3.5,10.0
764,2014-04-28,Drizzle,50.33,0.39,0.0077,rain,7.31,8.61
765,2014-04-29,Rain,50.04,0.82,0.1228,rain,6.76,6.79
766,2014-04-30,Overcast,64.5,0.16,0.0042,rain,11.01,7.61
767,2014-05-01,Mostly Cloudy,64.73,0.19,0.0046,rain,9.22,10.0
768,2014-05-02,Overcast,61.82,0.0,0.0,,4.78,10.0
769,2014-05-03,Partly Cloudy,62.25,0.0,0.0,,5.08,10.0
770,2014-05-04,Clear,58.78,0.0,0.0,,9.7,9.83
771,2014-05-05,Light Rain,52.09,0.59,0.0175,rain,0.92,9.92
772,2014-05-06,Clear,59.62,0.0,0.0,,1.91,9.96
773,2014-05-07,Partly Cloudy,57.61,0.0,0.0,,4.54,10.0
774,2014-05-08,Clear,69.76,0.0,0.0,,4.44,9.0
775,2014-05-09,Partly Cloudy,67.67,0.0,0.0,,6.59,9.55
776,2014-05-10,Light Rain,67.74,0.57,0.0157,rain,4.81,9.34
777,2014-05-11,Clear,67.33,0.0,0.0,,4.04,10.0
778,2014-05-12,Partly Cloudy,70.33,0.0,0.0,,2.27,8.27
779,2014-05-13,Clear,67.71,0.13,0.0036,rain,6.99,9.35
780,2014-05-14,Overcast,65.45,0.0,0.0,,3.95,2.47
781,2014-05-15,Rain,69.71,0.84,0.1595,rain,6.62,7.35
782,2014-05-16,Mostly Cloudy,61.89,0.0,0.0,,7.41,10.0
783,2014-05-17,Overcast,60.07,0.0,0.0,,2.45,10.0
784,2014-05-18,Clear,55.82,0.0,0.0,,2.06,10.0
785,2014-05-19,Clear,59.65,0.0,0.0,,3.21,10.0
786,2014-05-20,Overcast,66.7,0.0,0.0,,4.38,10.0
787,2014-05-21,Clear,65.33,0.11,0.0033,rain,2.49,7.94
788,2014-05-22,Partly Cloudy,75.19,0.0,0.0,,9.44,10.0
789,2014-05-23,Clear,65.15,0.0,0.0,,10.13,10.0
790,2014-05-24,Partly Cloudy,66.04,0.0,0.0,,3.13,10.0
791,2014-05-25,Partly Cloudy,66.34,0.0,0.0,,4.36,10.0
792,2014-05-26,Partly Cloudy,72.54,0.0,0.0,,4.46,10.0
793,2014-05-27,Partly Cloudy,69.33,0.08,0.0027,rain,3.79,9.42
794,2014-05-28,Overcast,62.63,0.14,0.0038,rain,9.47,8.33
795,2014-05-29,Overcast,57.81,0.14,0.0038,rain,4.04,3.28
796,2014-05-30,Clear,65.03,0.0,0.0,,4.96,9.57
797,2014-05-31,Clear,64.65,0.0,0.0,,7.09,10.0
798,2014-06-01,Clear,65.71,0.0,0.0,,8.0,10.0
799,2014-06-02,Clear,69.94,0.0,0.0,,6.54,10.0
800,2014-06-03,Clear,74.13,0.0,0.0,,4.84,9.36
801,2014-06-04,Rain,69.25,0.75,0.06,rain,3.16,8.81
802,2014-06-05,Clear,70.63,0.0,0.0,,6.97,10.0
803,2014-06-06,Clear,66.87,0.0,0.0,,1.83,10.0
804,2014-06-07,Clear,70.98,0.0,0.0,,3.45,10.0
805,2014-06-08,Light Rain,73.2,0.62,0.0221,rain,7.37,8.05
806,2014-06-09,Partly Cloudy,76.48,0.0,0.0,,6.41,9.8
807,2014-06-10,Partly Cloudy,76.8,0.0,0.0,,2.26,9.21
808,2014-06-11,Drizzle,70.93,0.39,0.0077,rain,2.95,9.62
809,2014-06-12,Mostly Cloudy,73.68,0.0,0.0,,5.89,9.92
810,2014-06-13,Mostly Cloudy,71.41,0.0,0.0,,4.54,10.0
811,2014-06-14,Clear,67.46,0.0,0.0,,6.92,10.0
812,2014-06-15,Clear,70.68,0.0,0.0,,4.84,9.8
813,2014-06-16,Partly Cloudy,78.82,0.0,0.0,,4.72,10.0
814,2014-06-17,Clear,81.29,0.0,0.0,,6.12,9.68
815,2014-06-18,Clear,81.73,0.01,0.001,rain,3.4,9.32
816,2014-06-19,Partly Cloudy,73.23,0.0,0.0,,4.92,9.5
817,2014-06-20,Partly Cloudy,73.25,0.0,0.0,,4.5,10.0
818,2014-06-21,Overcast,70.04,0.0,0.0,,4.0,9.74
819,2014-06-22,Clear,71.77,0.0,0.0,,3.44,10.0
820,2014-06-23,Partly Cloudy,72.35,0.0,0.0,,8.26,10.0
821,2014-06-24,Partly Cloudy,76.19,0.0,0.0,,8.87,10.0
822,2014-06-25,Rain,75.91,0.84,0.1625,rain,0.27,8.67
823,2014-06-26,Clear,77.32,0.0,0.0,,3.45,9.67
824,2014-06-27,Clear,73.76,0.0,0.0,,4.68,10.0
825,2014-06-28,Partly Cloudy,73.98,0.0,0.0,,7.62,10.0
826,2014-06-29,Partly Cloudy,75.15,0.0,0.0,,6.86,10.0
827,2014-06-30,Clear,78.6,0.0,0.0,,5.62,10.0
828,2014-07-01,Clear,83.0,0.0,0.0,,9.56,10.0
829,2014-07-02,Rain,78.27,0.76,0.072,rain,5.52,8.36
830,2014-07-03,Light Rain,75.11,0.55,0.0137,rain,2.51,9.17
831,2014-07-04,Clear,70.01,0.0,0.0,,6.27,10.0
832,2014-07-05,Clear,70.98,0.0,0.0,,4.89,10.0
833,2014-07-06,Partly Cloudy,78.34,0.0,0.0,,9.53,10.0
834,2014-07-07,Clear,82.09,0.0,0.0,,6.81,10.0
835,2014-07-08,Drizzle,73.32,0.21,0.005,rain,5.62,8.83
836,2014-07-09,Partly Cloudy,72.81,0.0,0.0,,5.66,9.92
837,2014-07-10,Light Rain,71.41,0.63,0.0245,rain,1.09,9.12
838,2014-07-11,Partly Cloudy,76.85,0.0,0.0,,3.76,9.21
839,2014-07-12,Partly Cloudy,78.1,0.0,0.0,,8.33,10.0
840,2014-07-13,Light Rain,75.4,0.71,0.0448,rain,2.73,8.15
841,2014-07-14,Light Rain,77.75,0.56,0.0148,rain,2.22,9.17
842,2014-07-15,Light Rain,72.65,0.72,0.0479,rain,2.89,8.53
843,2014-07-16,Clear,71.23,0.0,0.0,,4.47,10.0
844,2014-07-17,Clear,71.31,0.0,0.0,,4.0,10.0
845,2014-07-18,Partly Cloudy,74.65,0.0,0.0,,4.82,10.0
846,2014-07-19,Partly Cloudy,73.65,0.0,0.0,,4.97,10.0
847,2014-07-20,Clear,73.67,0.0,0.0,,2.86,9.8
848,2014-07-21,Clear,75.26,0.0,0.0,,6.18,10.0
849,2014-07-22,Clear,76.95,0.0,0.0,,6.64,10.0
850,2014-07-23,Partly Cloudy,79.1,0.0,0.0,,3.06,9.39
851,2014-07-24,Clear,72.35,0.0,0.0,,5.97,10.0
852,2014-07-25,Clear,72.04,0.0,0.0,,4.65,10.0
853,2014-07-26,Mostly Cloudy,77.78,0.0,0.0,,6.04,10.0
854,2014-07-27,Partly Cloudy,79.24,0.0,0.0,,7.0,10.0
855,2014-07-28,Clear,72.2,0.0,0.0,,12.57,10.0
856,2014-07-29,Clear,65.35,0.0,0.0,,5.38,9.78
857,2014-07-30,Clear,69.8,0.0,0.0,,3.84,9.24
858,2014-07-31,Partly Cloudy,75.98,0.0,0.0,,4.39,9.81
859,2014-08-01,Partly Cloudy,69.74,0.06,0.0022,rain,7.3,9.92
860,2014-08-02,Overcast,73.38,0.0,0.0,,5.82,9.68
861,2014-08-03,Rain,70.16,0.85,0.1775,rain,2.11,8.46
862,2014-08-04,Clear,73.26,0.0,0.0,,1.15,9.51
863,2014-08-05,Partly Cloudy,76.65,0.0,0.0,,1.8,10.0
864,2014-08-06,Partly Cloudy,74.85,0.0,0.0,,4.86,9.46
865,2014-08-07,Clear,71.95,0.0,0.0,,0.57,10.0
866,2014-08-08,Partly Cloudy,72.49,0.0,0.0,,2.54,9.91
867,2014-08-09,Partly Cloudy,74.8,0.0,0.0,,4.12,9.22
868,2014-08-10,Clear,74.74,0.0,0.0,,7.74,10.0
869,2014-08-11,Drizzle,72.2,0.29,0.0062,rain,6.54,9.95
870,2014-08-12,Drizzle,74.39,0.36,0.0073,rain,2.86,9.3
871,2014-08-13,Clear,71.28,0.0,0.0,,5.68,10.0
872,2014-08-14,Clear,70.48,0.0,0.0,,5.26,10.0
873,2014-08-15,Clear,69.93,0.0,0.0,,3.56,10.0
874,2014-08-16,Clear,70.2,0.0,0.0,,3.71,10.0
875,2014-08-17,Partly Cloudy,78.16,0.0,0.0,,4.26,9.79
876,2014-08-18,Partly Cloudy,75.1,0.0,0.0,,3.44,10.0
877,2014-08-19,Partly Cloudy,75.58,0.0,0.0,,5.85,9.81
878,2014-08-20,Clear,70.95,0.0,0.0,,0.91,8.6
879,2014-08-21,Mostly Cloudy,76.23,0.0,0.0,,1.57,8.21
880,2014-08-22,Mostly Cloudy,74.05,0.0,0.0,,4.48,10.0
881,2014-08-23,Overcast,69.72,0.0,0.0,,3.51,10.0
882,2014-08-24,Clear,69.05,0.0,0.0,,0.37,10.0
883,2014-08-25,Clear,70.49,0.0,0.0,,2.98,9.96
884,2014-08-26,Clear,73.14,0.0,0.0,,2.73,9.43
885,2014-08-27,Clear,77.8,0.0,0.0,,3.37,9.52
886,2014-08-28,Clear,70.79,0.0,0.0,,6.4,10.0
887,2014-08-29,Partly Cloudy,69.96,0.0,0.0,,4.01,10.0
888,2014-08-30,Partly Cloudy,76.26,0.0,0.0,,6.89,10.0
889,2014-08-31,Rain,74.92,0.79,0.0959,rain,2.13,8.59
890,2014-09-01,Partly Cloudy,79.19,0.0,0.0,,3.23,9.1
891,2014-09-02,Partly Cloudy,77.04,0.0,0.0,,1.13,8.81
892,2014-09-03,Partly Cloudy,74.93,0.0,0.0,,1.94,9.37
893,2014-09-04,Clear,78.42,0.0,0.0,,5.96,9.92
894,2014-09-05,Clear,80.53,0.0,0.0,,6.81,9.49
895,2014-09-06,Light Rain,74.5,0.53,0.0119,rain,2.01,9.15
896,2014-09-07,Partly Cloudy,71.58,0.0,0.0,,3.21,10.0
897,2014-09-08,Mostly Cloudy,70.09,0.0,0.0,,5.66,10.0
898,2014-09-09,Mostly Cloudy,72.09,0.0,0.0,,6.7,10.0
899,2014-09-10,Partly Cloudy,72.78,0.0,0.0,,8.06,10.0
900,2014-09-11,Partly Cloudy,77.73,0.0,0.0,,6.28,10.0
901,2014-09-12,Partly Cloudy,67.85,0.0,0.0,,6.46,10.0
902,2014-09-13,Clear,62.48,0.0,0.0,,4.47,8.34
903,2014-09-14,Clear,60.15,0.0,0.0,,1.01,10.0
904,2014-09-15,Partly Cloudy,65.92,0.0,0.0,,7.53,9.67
905,2014-09-16,Clear,64.0,0.0,0.0,,2.89,9.91
906,2014-09-17,Clear,63.47,0.0,0.0,,1.81,10.0
907,2014-09-18,Clear,64.65,0.0,0.0,,2.57,8.01
908,2014-09-19,Mostly Cloudy,66.77,0.0,0.0,,7.17,10.0
909,2014-09-20,Clear,67.95,0.0,0.0,,2.92,9.74
910,2014-09-21,Mostly Cloudy,76.2,0.0,0.0,,10.6,9.56
911,2014-09-22,Partly Cloudy,59.67,0.0,0.0,,8.41,10.0
